seed,initial_a,final_a,initial_b,final_b,score_a,score_b,digest
415,500,3739,500,0,7.478000,0.000000,e261c097c6cb228f
416,500,0,500,3977,0.000000,7.954000,927d320f6c67db1e
417,500,2892,500,1981,5.784000,3.962000,3cc842e93270ae8b
418,500,3775,500,2426,7.550000,4.852000,cc679cd5d1bf0ad5
419,500,0,500,3415,0.000000,6.830000,d2acbfbe7b590cdc
420,500,1153,500,2526,2.306000,5.052000,20c4919b75948c99
421,500,3048,500,2217,6.096000,4.434000,765e62d5715c78ff
422,500,3333,500,2212,6.666000,4.424000,156583c4a132141b
423,500,2348,500,2633,4.696000,5.266000,ba5a9515697d4cf9
424,500,2473,500,2590,4.946000,5.180000,1efecd522c1a4076
425,500,1908,500,2185,3.816000,4.370000,11e1fc19b59b8ccd
426,500,1615,500,2689,3.230000,5.378000,a93150ec7b678e5c
427,500,2839,500,2027,5.678000,4.054000,98dc00359fb0802e
428,500,2931,500,2213,5.862000,4.426000,549d0696cd115811
429,500,0,500,4427,0.000000,8.854000,6deee74b6d85bd2e
430,500,2756,500,2356,5.512000,4.712000,395b8fdc9073647d
431,500,2411,500,2638,4.822000,5.276000,20ebfa71319f777b
432,500,0,500,3751,0.000000,7.502000,b09a8c81d7b387ad
433,500,3216,500,3000,6.432000,6.000000,141ae586b3109fb7
434,500,2729,500,2659,5.458000,5.318000,7b1ff73f0a37bb4e
435,500,0,500,4196,0.000000,8.392000,fc77045d2750de4f
436,500,2676,500,2336,5.352000,4.672000,4b6ac16f07709351
437,500,0,500,3789,0.000000,7.578000,4745a3d857aaa672
438,500,2505,500,2203,5.010000,4.406000,fe002fad24f6578c
439,500,2404,500,2264,4.808000,4.528000,504d62fcdace408f
440,500,2537,500,2349,5.074000,4.698000,97868c539993e515
441,500,3056,500,2171,6.112000,4.342000,f7907f70a0022148
442,500,2408,500,2742,4.816000,5.484000,e5c8bf8bf7a55833
443,500,3052,500,2262,6.104000,4.524000,a45b975fbc37a564
444,500,2335,500,2445,4.670000,4.890000,f59ba61b9c076078
445,500,0,500,3521,0.000000,7.042000,981cd97c4a59a05f
446,500,2672,500,2478,5.344000,4.956000,71f05dbe29fda6e0
447,500,2021,500,2743,4.042000,5.486000,37cb4069c400c988
448,500,0,500,3380,0.000000,6.760000,44a3480cc4784fbe
449,500,2333,500,2875,4.666000,5.750000,124d70dc3c29aaa4
450,500,3172,500,2582,6.344000,5.164000,06b2a92b1f5b61fe
451,500,2812,500,2043,5.624000,4.086000,29ecdc3358a072d5
452,500,1384,500,2693,2.768000,5.386000,7528227f59fbb8be
453,500,3025,500,2166,6.050000,4.332000,57a3c232126a6959
454,500,3544,500,1959,7.088000,3.918000,db2405444298a023
455,500,2920,500,2920,5.840000,5.840000,9a26f6ecc556e2fa
456,500,0,500,3382,0.000000,6.764000,48faf455d188708d
457,500,2601,500,2040,5.202000,4.080000,24a1b6b274323030
458,500,2207,500,2556,4.414000,5.112000,f9c424cb36f1b8d9
459,500,2769,500,2179,5.538000,4.358000,22ab6f4006ea8179
460,500,2169,500,2198,4.338000,4.396000,37bf75d692dece5a
461,500,0,500,3648,0.000000,7.296000,5c77a20b4ce5d50c
462,500,1944,500,2535,3.888000,5.070000,1ceef1349e7ad884
463,500,3030,500,2292,6.060000,4.584000,d383a3aabddaa1c2
464,500,0,500,3350,0.000000,6.700000,3f8c22fae381469f
465,500,1550,500,2902,3.100000,5.804000,19033413e4d6d39b
466,500,1437,500,2745,2.874000,5.490000,ef31e2f2ae2b3d5e
467,500,2880,500,2365,5.760000,4.730000,a70ef127d2a645ed
468,500,0,500,3455,0.000000,6.910000,3c5f316e1a5319ba
469,500,1015,500,3109,2.030000,6.218000,a8afc80cea284ee1
470,500,2992,500,2476,5.984000,4.952000,f85fc1ec3a8838c3
471,500,1507,500,2874,3.014000,5.748000,b5845875339596a2
472,500,1013,500,2669,2.026000,5.338000,3534911f094f40dd
473,500,2018,500,2984,4.036000,5.968000,071883206ce6f720
474,500,2557,500,2830,5.114000,5.660000,68c3367f940ccee1
475,500,2731,500,2563,5.462000,5.126000,4ef1db0be5603d6a
476,500,1261,500,2969,2.522000,5.938000,98bc99323cbd831c
477,500,3268,500,2175,6.536000,4.350000,ca0ea72c66d49d5b
478,500,1343,500,3164,2.686000,6.328000,2e0653bfda71b163
479,500,2198,500,2570,4.396000,5.140000,ff3ad545cf536826
480,500,3241,500,1993,6.482000,3.986000,92168f57724366a6
481,500,2902,500,2570,5.804000,5.140000,348e8f2623736be7
482,500,0,500,4404,0.000000,8.808000,1f902a20e49b1028
483,500,2950,500,2484,5.900000,4.968000,c3483fb9ac483ec6
484,500,1569,500,2836,3.138000,5.672000,d67df1f0f4da8491
485,500,0,500,3488,0.000000,6.976000,375b1d6e6d9e8b7f
486,500,2389,500,2594,4.778000,5.188000,d8879c4c4e070986
487,500,1991,500,2374,3.982000,4.748000,4e2d04a6685ab7fa
488,500,2725,500,2218,5.450000,4.436000,b7e68e8096378c95
489,500,0,500,3795,0.000000,7.590000,233249b558e2fe10
490,500,2601,500,2503,5.202000,5.006000,a4789d794fb33ed9
491,500,2543,500,2413,5.086000,4.826000,93964d0a37017f4e
492,500,2412,500,2406,4.824000,4.812000,7233768e456540bb
493,500,0,500,4287,0.000000,8.574000,f0096ccf1d902ddd
494,500,2001,500,2484,4.002000,4.968000,5bc101657b5ffbaa
495,500,1912,500,2651,3.824000,5.302000,0423aa3b669a04a1
496,500,1797,500,2792,3.594000,5.584000,36a4f551e9c82c8c
497,500,0,500,4410,0.000000,8.820000,93b43f070d24ac0a
498,500,2153,500,2276,4.306000,4.552000,57324e1b4ee73a34
499,500,2754,500,2127,5.508000,4.254000,cac1a9b74315dde6
500,500,0,500,3430,0.000000,6.860000,007fcd30437529e8
501,500,2176,500,2471,4.352000,4.942000,ef22a7724b89aafc
502,500,2812,500,2061,5.624000,4.122000,95f180d037b8eb6f
503,500,0,500,3947,0.000000,7.894000,288caf7cef886040
504,500,1731,500,2523,3.462000,5.046000,04e1c5d93dcc77bd
505,500,2308,500,2254,4.616000,4.508000,6c007e3a9d3c2007
506,500,0,500,4009,0.000000,8.018000,56e028579a247737
507,500,2024,500,2299,4.048000,4.598000,9ddc7b64375f4864
508,500,1998,500,2138,3.996000,4.276000,3f894b99efb88d5f
509,500,0,500,3847,0.000000,7.694000,ea2d85168c36aa74
510,500,758,500,2933,1.516000,5.866000,2eab92ca0dc86d38
511,500,2191,500,2402,4.382000,4.804000,f9e00722be10a74e
512,500,0,500,3908,0.000000,7.816000,681229b7319bfa50
513,500,0,500,3697,0.000000,7.394000,af089c47779e036b
514,500,2274,500,2732,4.548000,5.464000,e6500947e663b9c6
515,500,3053,500,1967,6.106000,3.934000,bbbe2ed20e1e49bf
516,500,3283,500,2480,6.566000,4.960000,fc82859f4505e158
517,500,2860,500,2083,5.720000,4.166000,93e7cf0aac3bb845
518,500,2106,500,2730,4.212000,5.460000,08e002791faa1f30
519,500,1589,500,2755,3.178000,5.510000,17d52640dcd2f6a1
520,500,3257,500,2171,6.514000,4.342000,558a888cf01cd410
521,500,3018,500,2381,6.036000,4.762000,7bd5794345fefcc0
522,500,2782,500,2176,5.564000,4.352000,cf6d578054e0822d
523,500,0,500,3721,0.000000,7.442000,e844f641f79e8657
524,500,1913,500,2703,3.826000,5.406000,9eac59071db50b36
525,500,2167,500,2816,4.334000,5.632000,58b32f3e84adc2e2
526,500,2629,500,2160,5.258000,4.320000,253cae70a9c0ea92
527,500,2731,500,2720,5.462000,5.440000,23420520af9e58f6
528,500,2761,500,2327,5.522000,4.654000,ff5ec22ad40d05bf
529,500,1698,500,2922,3.396000,5.844000,9a3cb08ff828374e
530,500,0,500,4250,0.000000,8.500000,4bfdc3524bfe0671
531,500,2820,500,2435,5.640000,4.870000,b706c4e5a1d412f4
532,500,2583,500,2328,5.166000,4.656000,ef13f1cb9aedf813
533,500,0,500,3134,0.000000,6.268000,359e324ad90a32ee
534,500,2173,500,2649,4.346000,5.298000,7ba25e7063ccce26
535,500,1480,500,2462,2.960000,4.924000,943925e7599f0e95
536,500,1247,500,2730,2.494000,5.460000,e2125462c210c998
537,500,3195,500,2383,6.390000,4.766000,681d73dd03376af3
538,500,2107,500,2370,4.214000,4.740000,f9b8dc7318d1417a
539,500,0,500,3556,0.000000,7.112000,c09a2fe947134532
540,500,2008,500,2648,4.016000,5.296000,a6c8d8df87bab75f
541,500,2972,500,2457,5.944000,4.914000,f03ccbdd9aecc760
542,500,3183,500,2412,6.366000,4.824000,e5bce95584fb2a4e
543,500,2238,500,2083,4.476000,4.166000,5ca3b799cab6496d
544,500,0,500,3449,0.000000,6.898000,30e4de909df44beb
545,500,1985,500,2152,3.970000,4.304000,6a484ea35d3419a1
546,500,1915,500,2303,3.830000,4.606000,85ac851489734e33
547,500,1990,500,2336,3.980000,4.672000,a40a0506734b41ca
548,500,3234,500,2168,6.468000,4.336000,7919fecf8ea974a0
549,500,2043,500,2324,4.086000,4.648000,9a3db747e726c43d
550,500,0,500,3871,0.000000,7.742000,6a1651a2b0953e07
551,500,1517,500,2578,3.034000,5.156000,9a841ad6aad7ada2
552,500,0,500,3345,0.000000,6.690000,6b47e51f888cc29f
553,500,2612,500,2637,5.224000,5.274000,dea596e86aae168c
554,500,1515,500,2215,3.030000,4.430000,ec8720588295b12f
555,500,0,500,3740,0.000000,7.480000,bca873472f41ac1a
556,500,1843,500,2296,3.686000,4.592000,10f789c53e7afb80
557,500,1636,500,2554,3.272000,5.108000,d94448b980abb1be
558,500,2294,500,2328,4.588000,4.656000,095fb6e110f8b6ab
559,500,2594,500,2079,5.188000,4.158000,1da9252459f654cd
560,500,2486,500,2549,4.972000,5.098000,f0dccf527bdf5459
561,500,1961,500,2527,3.922000,5.054000,031bebf84ae1f579
562,500,2751,500,2218,5.502000,4.436000,5fff2ad814ad17a4
563,500,2424,500,2590,4.848000,5.180000,8caaca7ff5563895
564,500,2144,500,2437,4.288000,4.874000,03f80dd5a3b3bd3d
565,500,2851,500,2060,5.702000,4.120000,80b6a85eb99a8c22
566,500,1270,500,2678,2.540000,5.356000,3f2289c9116550bf
567,500,3308,500,2093,6.616000,4.186000,04382e8b7d09b722
568,500,2125,500,2595,4.250000,5.190000,308f4118c104d9b2
569,500,2171,500,2072,4.342000,4.144000,4cc8f558b17fa0a2
570,500,1969,500,2462,3.938000,4.924000,362f71850cb3c486
571,500,2056,500,2566,4.112000,5.132000,f63f1bd5f21a1918
572,500,2045,500,2927,4.090000,5.854000,27b75a85705bfef5
573,500,1540,500,2548,3.080000,5.096000,b091142c63c89631
574,500,838,500,3057,1.676000,6.114000,5edf01c6bb5c8cfb
575,500,1615,500,3353,3.230000,6.706000,c936ef054f3a2799
576,500,1750,500,2262,3.500000,4.524000,73a686cae06c820d
577,500,990,500,2794,1.980000,5.588000,8f3a32d5b56e81f5
578,500,1688,500,2490,3.376000,4.980000,7ee4085d701003d2
579,500,1871,500,2623,3.742000,5.246000,6dd494cfb359175c
580,500,3246,500,2523,6.492000,5.046000,82e972d9e493d6c8
581,500,2699,500,2501,5.398000,5.002000,1648f9832cd23e38
582,500,0,500,3916,0.000000,7.832000,53df333a071c7ab3
583,500,0,500,4106,0.000000,8.212000,da342def733ba8fa
584,500,0,500,3630,0.000000,7.260000,c5956b198ab874dc
585,500,0,500,3500,0.000000,7.000000,be3842d81a8daf34
586,500,0,500,3351,0.000000,6.702000,81d7002c5d8e45d1
587,500,2069,500,2807,4.138000,5.614000,e94e6bf4308bd98b
588,500,1901,500,2832,3.802000,5.664000,b33cd3969795d517
589,500,2414,500,2512,4.828000,5.024000,a1c2cb44e06ff586
590,500,2628,500,2576,5.256000,5.152000,6ad9b91686620e7d
591,500,2735,500,2382,5.470000,4.764000,cee7345da9f9da95
592,500,2402,500,1927,4.804000,3.854000,ee1910f76c9cb953
593,500,2019,500,2508,4.038000,5.016000,f69d5a4aff682e80
594,500,2600,500,2668,5.200000,5.336000,bea5a3442c97de42
595,500,2398,500,2555,4.796000,5.110000,2ddbca039ad982cb
596,500,1538,500,2363,3.076000,4.726000,7fcc982a48ee1f07
597,500,3184,500,2653,6.368000,5.306000,6d877a0c2b641cb1
598,500,0,500,3442,0.000000,6.884000,4181696bff56005a
599,500,2325,500,1899,4.650000,3.798000,d63b7e2707d4a5b9
600,500,2447,500,2260,4.894000,4.520000,9a79ed7e663713e2
601,500,2151,500,2327,4.302000,4.654000,03781b8392f70a98
602,500,2419,500,2229,4.838000,4.458000,ea60dd747fae0858
603,500,2312,500,2141,4.624000,4.282000,8cc7776e51334a1e
604,500,3151,500,2532,6.302000,5.064000,8608d6737c332607
605,500,2045,500,2220,4.090000,4.440000,fca7b73eec8f198a
606,500,0,500,4251,0.000000,8.502000,381b86a08ede1191
607,500,2126,500,2225,4.252000,4.450000,3f6b5ead6a12df86
608,500,2368,500,2107,4.736000,4.214000,caaab9235ec89684
609,500,2872,500,2568,5.744000,5.136000,b2195221e8faa366
610,500,2843,500,2220,5.686000,4.440000,a124265ac0e6f95e
611,500,610,500,2897,1.220000,5.794000,720f342528818161
612,500,2758,500,2313,5.516000,4.626000,4dac6e45d181360d
613,500,1996,500,2212,3.992000,4.424000,972f504c4eea5955
614,500,0,500,3262,0.000000,6.524000,4963b00a5ae60604
615,500,0,500,3346,0.000000,6.692000,87091ec188427467
616,500,2725,500,2218,5.450000,4.436000,c05d98141720ffaf
617,500,3185,500,2338,6.370000,4.676000,1c531160b598c0b5
618,500,2289,500,2388,4.578000,4.776000,be9377b7361760b7
619,500,1537,500,2196,3.074000,4.392000,af750e1ae6accad6
620,500,2264,500,2544,4.528000,5.088000,94fd8f1c592998e3
621,500,2030,500,2781,4.060000,5.562000,07e2c93e612650f3
622,500,2677,500,2544,5.354000,5.088000,2c16e52290d28834
623,500,998,500,2804,1.996000,5.608000,fb38533523cc6935
624,500,0,500,3900,0.000000,7.800000,ede294250a829679
625,500,1927,500,2559,3.854000,5.118000,e21a9a9bb92bd250
626,500,1142,500,3014,2.284000,6.028000,9594b51a1553b154
627,500,0,500,3840,0.000000,7.680000,294cb228bc38a6d0
628,500,2351,500,2437,4.702000,4.874000,2582c428858539f7
629,500,2511,500,2359,5.022000,4.718000,a3fcc121b016a826
630,500,2364,500,2105,4.728000,4.210000,24e4f27772d12c70
631,500,2951,500,2249,5.902000,4.498000,05af6a08ce22affc
632,500,1743,500,2598,3.486000,5.196000,7a3c5bcb23e69bb1
633,500,0,500,3549,0.000000,7.098000,cfad46049066d39a
634,500,0,500,3772,0.000000,7.544000,9087dd2a5c66f42f
635,500,2069,500,2672,4.138000,5.344000,0c88d80885281899
636,500,2770,500,2755,5.540000,5.510000,bf100b5fb79d2fa3
637,500,2598,500,2735,5.196000,5.470000,ccc43596e649ab2a
638,500,0,500,4352,0.000000,8.704000,307d79f91b9e32a6
639,500,0,500,3938,0.000000,7.876000,1bfa81196f2770ff
640,500,0,500,3757,0.000000,7.514000,a3058cc33946bce9
641,500,2645,500,2030,5.290000,4.060000,48d3eb3efa2a97aa
642,500,2574,500,579,5.148000,1.158000,0dfeafabaea906f3
643,500,2343,500,2468,4.686000,4.936000,f2d4544fe6a1be27
644,500,0,500,3789,0.000000,7.578000,90f0acaf305f0f77
645,500,1386,500,3109,2.772000,6.218000,f5fc54b4d0e70511
646,500,2230,500,2438,4.460000,4.876000,897886be359a338c
647,500,1484,500,2324,2.968000,4.648000,3360f9a3a56fd08d
648,500,2242,500,2767,4.484000,5.534000,34f3f230751b3188
649,500,2903,500,2523,5.806000,5.046000,a81bafb10899d8d1
650,500,1640,500,2452,3.280000,4.904000,b11ecd5132347f21
651,500,1392,500,2686,2.784000,5.372000,e4d4b49ff0cb9a66
652,500,2109,500,1915,4.218000,3.830000,909ad6ddd3bb1594
653,500,3061,500,2630,6.122000,5.260000,025dda913b23ed91
654,500,2837,500,2657,5.674000,5.314000,b2ef94ac577acc5e
655,500,1486,500,3212,2.972000,6.424000,dcf458719ec7530a
656,500,953,500,3111,1.906000,6.222000,b97a017f1e18a4db
657,500,2204,500,2611,4.408000,5.222000,9bf14af315cfc65d
658,500,2721,500,2758,5.442000,5.516000,b6a2f81f1c25528c
659,500,0,500,3556,0.000000,7.112000,159d52960a6ebd74
660,500,3297,500,2739,6.594000,5.478000,c1e2d149690c549e
661,500,2478,500,2837,4.956000,5.674000,537937be26b53066
662,500,0,500,3970,0.000000,7.940000,b5493306bca09371
663,500,1356,500,2998,2.712000,5.996000,69c772a8884d0066
664,500,2646,500,2236,5.292000,4.472000,4219aed4ba44d4af
665,500,1898,500,2596,3.796000,5.192000,20285c2f0e9b4bff
666,500,1205,500,2820,2.410000,5.640000,6c2f519c5fffecef
667,500,2078,500,2774,4.156000,5.548000,3ab743e4f178959e
668,500,2039,500,2822,4.078000,5.644000,9a79bd61b627f89c
669,500,2483,500,2623,4.966000,5.246000,6f0f250da085b51b
670,500,1701,500,2393,3.402000,4.786000,ac7732fd03ce89e4
671,500,1911,500,2625,3.822000,5.250000,637706b673bf877f
672,500,0,500,3782,0.000000,7.564000,a03faf988ae13c4f
673,500,1635,500,2165,3.270000,4.330000,6c0d00f3544cb17a
674,500,1570,500,2639,3.140000,5.278000,5e5731717dcebc24
675,500,685,500,3027,1.370000,6.054000,3fd313e5115f7f28
676,500,1313,500,2746,2.626000,5.492000,c599d23cdd761737
677,500,1299,500,2440,2.598000,4.880000,a72482f3b3e350c2
678,500,3920,500,2210,7.840000,4.420000,1abe867935ce96e6
679,500,0,500,4636,0.000000,9.272000,2369bc20d14a8f6f
680,500,2394,500,1998,4.788000,3.996000,ea92a0f1bb0f7045
681,500,2469,500,2065,4.938000,4.130000,41209b946d7a6281
682,500,2289,500,2326,4.578000,4.652000,a363888113bf16c1
683,500,1906,500,2407,3.812000,4.814000,5a85124e9d7602d8
684,500,2137,500,2820,4.274000,5.640000,dce74a93d85aeaa5
685,500,0,500,3214,0.000000,6.428000,152b149b5836796c
686,500,2378,500,2354,4.756000,4.708000,01ae3adb02ebe110
687,500,2196,500,2339,4.392000,4.678000,9c7939eefc874b32
688,500,1872,500,2286,3.744000,4.572000,79f56ec7e1007252
689,500,0,500,3619,0.000000,7.238000,c2dc8ebb2ebe3b88
690,500,1891,500,2520,3.782000,5.040000,d71d62a799150d26
691,500,1596,500,2340,3.192000,4.680000,ea958fc86a8e7ab4
692,500,0,500,4004,0.000000,8.008000,aba859a08457409b
693,500,0,500,3472,0.000000,6.944000,55e38e3fcbb927e0
694,500,0,500,3741,0.000000,7.482000,4a035c3401e051c0
695,500,0,500,4001,0.000000,8.002000,7498859259d02687
696,500,2445,500,2341,4.890000,4.682000,a7cdd19af4f010e1
697,500,0,500,4853,0.000000,9.706000,920afc72ae418ce5
698,500,2991,500,2145,5.982000,4.290000,cd1607d857ea6bc7
699,500,3509,500,2671,7.018000,5.342000,36bfaa64ef9d1715
700,500,1700,500,2552,3.400000,5.104000,d00e1efdcb457ccc
701,500,1667,500,2816,3.334000,5.632000,b7d7ba1f9075dd7e
702,500,2516,500,2174,5.032000,4.348000,9d0ae81779d2b3d2
703,500,2058,500,2436,4.116000,4.872000,cc769c9d8f5978ec
704,500,0,500,3507,0.000000,7.014000,264b41c8f6579764
705,500,0,500,3317,0.000000,6.634000,39cbf5c2749b445b
706,500,2833,500,2102,5.666000,4.204000,3fda4263812701bd
707,500,0,500,3402,0.000000,6.804000,b0ba0842ec3839ed
708,500,1803,500,2445,3.606000,4.890000,decdb85c85870091
709,500,2192,500,2442,4.384000,4.884000,5e49500ea3254f58
710,500,1822,500,2404,3.644000,4.808000,1d27f055107ee431
711,500,2896,500,2497,5.792000,4.994000,3fcea450ca838d2f
712,500,1575,500,2666,3.150000,5.332000,70caf13f7665a097
713,500,2684,500,2310,5.368000,4.620000,ac3e2ad96ec99f74
714,500,2299,500,2441,4.598000,4.882000,4da4af0f9e0d5153
715,500,1139,500,2684,2.278000,5.368000,6039462b9665c88b
716,500,1944,500,2540,3.888000,5.080000,d21f54bf14b82850
717,500,2608,500,2230,5.216000,4.460000,9e11c07932e10b67
718,500,0,500,3925,0.000000,7.850000,5ada3043ea60441f
719,500,2330,500,2734,4.660000,5.468000,0f1c3b8ba6da70f3
720,500,1487,500,2435,2.974000,4.870000,17e617c4f33f923a
721,500,0,500,4231,0.000000,8.462000,e397f7d05e3cefea
722,500,2776,500,2513,5.552000,5.026000,4011f9d28888327f
723,500,2367,500,2618,4.734000,5.236000,3bcebb28cfbd125c
724,500,1961,500,2591,3.922000,5.182000,93e853686d635021
725,500,1888,500,2054,3.776000,4.108000,42636f09ef654eef
726,500,2609,500,2259,5.218000,4.518000,78ea1f5c6fb27f83
727,500,2527,500,2591,5.054000,5.182000,3bcc85ebcbf3ac6b
728,500,2632,500,2329,5.264000,4.658000,359d82dbb76557bc
729,500,3059,500,2191,6.118000,4.382000,11344698a20b8078
730,500,910,500,3057,1.820000,6.114000,9b614b630cf38aaf
731,500,0,500,3559,0.000000,7.118000,850a9826b8031d32
732,500,0,500,3972,0.000000,7.944000,6ab781effa6e2c3c
733,500,1944,500,2492,3.888000,4.984000,72e8146f30564b43
734,500,3186,500,2229,6.372000,4.458000,f42eb4c151b7171c
735,500,851,500,3357,1.702000,6.714000,846600fe57c6712c
736,500,2730,500,2600,5.460000,5.200000,6bdb1b62ccee9e93
737,500,2283,500,2537,4.566000,5.074000,013617a8510a9147
738,500,1849,500,2303,3.698000,4.606000,9907766528a08c85
739,500,1467,500,2624,2.934000,5.248000,fcacca2434072418
740,500,0,500,3417,0.000000,6.834000,8f0aa0a37288b065
741,500,2794,500,1747,5.588000,3.494000,1b597e79758b04fe
742,500,1615,500,2190,3.230000,4.380000,13929107d1350563
743,500,0,500,3441,0.000000,6.882000,35360c9b933ab9ff
744,500,1195,500,2973,2.390000,5.946000,a2d441031751065c
745,500,2424,500,2604,4.848000,5.208000,e57783305be098e7
746,500,3124,500,2268,6.248000,4.536000,623d723956a8bc8b
747,500,3241,500,2784,6.482000,5.568000,5d1b3308dc136321
748,500,2832,500,2397,5.664000,4.794000,099fde7a1e20fbe5
749,500,1436,500,3033,2.872000,6.066000,116430f2d623b3e3
750,500,2426,500,2459,4.852000,4.918000,907e65654ca265a3
751,500,2667,500,2740,5.334000,5.480000,4b2f585ed87c8749
752,500,2570,500,2706,5.140000,5.412000,f7ecdddf3e7f9399
753,500,1589,500,2527,3.178000,5.054000,05fd8c12ccb46ac8
754,500,2467,500,2818,4.934000,5.636000,a7b69b2d6ffb7d14
755,500,0,500,3409,0.000000,6.818000,427bee71cbeedd12
756,500,2930,500,2672,5.860000,5.344000,395d1c445e912e84
757,500,0,500,3623,0.000000,7.246000,7ae879f11d8177c7
758,500,0,500,4323,0.000000,8.646000,edb884966887ad1b
759,500,0,500,5054,0.000000,10.108000,11a85d224e9c591c
760,500,1756,500,2860,3.512000,5.720000,a3c458feb32ac07b
761,500,2601,500,2257,5.202000,4.514000,39ab45cc760f9e22
762,500,0,500,4250,0.000000,8.500000,1eaa82c46118e04a
763,500,0,500,3389,0.000000,6.778000,b8815cdde594f6da
764,500,0,500,3592,0.000000,7.184000,55e6aee36f11dfd6
765,500,1762,500,2641,3.524000,5.282000,468d5f76fbeaabbc
766,500,0,500,3630,0.000000,7.260000,cefdc6b974a08873
767,500,2253,500,2591,4.506000,5.182000,a5441de699ba9d7f
768,500,1253,500,2603,2.506000,5.206000,6dc485b544d6978d
769,500,807,500,2854,1.614000,5.708000,0725546792003464
770,500,1840,500,2252,3.680000,4.504000,7a04af11c20ec377
771,500,0,500,3747,0.000000,7.494000,94535e78f1412c91
772,500,3366,500,2507,6.732000,5.014000,5583a7769900dcf1
773,500,3532,500,1996,7.064000,3.992000,2e5cabab157ef6f7
774,500,1497,500,2515,2.994000,5.030000,c8582e0c4378996a
775,500,2272,500,2194,4.544000,4.388000,62a29ba05d23a9e8
776,500,0,500,4184,0.000000,8.368000,b3dd67c30d7baf6f
777,500,2762,500,2549,5.524000,5.098000,33f0e03730414496
778,500,1344,500,3060,2.688000,6.120000,9b44289321bb9177
779,500,1746,500,2534,3.492000,5.068000,19cc5f5e5db988e1
780,500,0,500,3614,0.000000,7.228000,f9e46673cbb1a6af
781,500,1371,500,2353,2.742000,4.706000,4fff51feb6f3eb56
782,500,2617,500,2328,5.234000,4.656000,26898a7c72ef77f9
783,500,0,500,3643,0.000000,7.286000,b77c358b40b828c3
784,500,2564,500,2109,5.128000,4.218000,fcdf7f35c9ac92c9
785,500,3047,500,2413,6.094000,4.826000,4a10fe903604976e
786,500,2768,500,2074,5.536000,4.148000,9ccd90808f5b6c88
787,500,1407,500,2290,2.814000,4.580000,4a258744bb8ac623
788,500,0,500,4122,0.000000,8.244000,ce9b24a9b4ef54f2
789,500,2112,500,2364,4.224000,4.728000,5b45df4278de73b6
790,500,2805,500,2309,5.610000,4.618000,22515327391ce6c9
791,500,0,500,3568,0.000000,7.136000,998acae6fc69c9ae
792,500,0,500,4500,0.000000,9.000000,bc2ce87d49b36f24
793,500,1492,500,2679,2.984000,5.358000,7b9c10f55c440378
794,500,2473,500,2521,4.946000,5.042000,c1bfdfa61ac1286a
795,500,2336,500,2396,4.672000,4.792000,f0edf1ce16d11f88
796,500,3207,500,2070,6.414000,4.140000,ce9613d6a98551b4
797,500,1499,500,1981,2.998000,3.962000,bae43712541e2008
798,500,0,500,3425,0.000000,6.850000,7c0290a470776c02
799,500,3086,500,1720,6.172000,3.440000,72dac07a575a13a3
800,500,1179,500,2613,2.358000,5.226000,5f2965ec89c4ba67
801,500,976,500,2992,1.952000,5.984000,4ed2eac95a4ffc6f
802,500,2341,500,2521,4.682000,5.042000,449f99c121c1af5b
803,500,2164,500,2451,4.328000,4.902000,fb6d56d83f5fa583
804,500,1581,500,2899,3.162000,5.798000,794f740a6b3c1a8f
805,500,0,500,3680,0.000000,7.360000,cec2b881938a2004
806,500,0,500,3659,0.000000,7.318000,be25f2b9158cfbdf
807,500,0,500,3849,0.000000,7.698000,b8d09f65d183336f
808,500,2158,500,2488,4.316000,4.976000,f6303476e2fe090c
809,500,3162,500,2440,6.324000,4.880000,13161876858c7789
810,500,2287,500,2118,4.574000,4.236000,7cb805a4fc0b99f4
811,500,1340,500,2540,2.680000,5.080000,866eb9ea45642ea4
812,500,0,500,3448,0.000000,6.896000,668933b257cdb0c6
813,500,2145,500,3545,4.290000,7.090000,c4837309f1751cdb
814,500,0,500,4028,0.000000,8.056000,744479bb2614ead5
815,500,2361,500,2472,4.722000,4.944000,b068ca9648ac3ed4
816,500,2464,500,2376,4.928000,4.752000,7c4b721927341977
817,500,0,500,3004,0.000000,6.008000,b9c4297cea2fe370
818,500,2432,500,2715,4.864000,5.430000,be933e83473fa19d
819,500,2984,500,2778,5.968000,5.556000,b84ce59abd56961e
820,500,0,500,3641,0.000000,7.282000,ee90e1fecfa658cf
821,500,1852,500,2832,3.704000,5.664000,a25d567ecbc372e8
822,500,2442,500,2377,4.884000,4.754000,961f819e1d2b9336
823,500,1987,500,2263,3.974000,4.526000,90dc9cb3046e4c81
824,500,1540,500,2300,3.080000,4.600000,6a1e097b5cec2368
825,500,1494,500,2106,2.988000,4.212000,444612fb8fb79c47
826,500,2620,500,2293,5.240000,4.586000,ae7e7613575315d8
827,500,2162,500,2598,4.324000,5.196000,53d8e81d490ba424
828,500,2787,500,2432,5.574000,4.864000,fd69b8e487ec4bf1
829,500,1960,500,2265,3.920000,4.530000,01687e6578a5d028
830,500,1774,500,2913,3.548000,5.826000,de1fbe121ed74fb0
831,500,2866,500,2640,5.732000,5.280000,79ef0eb711d50e17
832,500,924,500,3119,1.848000,6.238000,a3ec20f4508cb87a
833,500,2315,500,2260,4.630000,4.520000,55034314354b02ff
